uid2,predict
44938,0.43309024
22530,0.34972963
35048,0.24549836
25379,0.20875156
1968,0.20875156
24430,0.20875156
36668,0.24549836
17566,0.20875156
15768,0.20875156
11209,0.20875156
44874,0.32276765
25471,0.20875156
34608,0.24549836
31887,0.34972963
43771,0.43309024
45036,0.5488107
25358,0.20875156
34946,0.34972963
43928,0.32276765
15487,0.20875156
21980,0.20875156
128,0.20875156
42048,0.43309024
38042,0.24549836
14704,0.20875156
4815,0.20875156
11420,0.20875156
23708,0.20875156
20287,0.20875156
19865,0.20875156
30613,0.24549836
35266,0.24549836
10606,0.20875156
40310,0.24549836
26627,0.20875156
24914,0.20875156
37139,0.24549836
34286,0.24549836
10261,0.20875156
16445,0.34972963
15732,0.34972963
38090,0.5488107
36775,0.24549836
22864,0.20875156
14635,0.20875156
5718,0.20875156
24365,0.20875156
33663,0.24549836
24048,0.20875156
19463,0.20875156
25077,0.34972963
34506,0.24549836
12758,0.20875156
28700,0.24549836
4022,0.20875156
43584,0.5488107
16805,0.20875156
17914,0.20875156
7716,0.20875156
10774,0.20875156
9752,0.20875156
25217,0.20875156
44806,0.32276765
14733,0.20875156
19242,0.20875156
10921,0.20875156
21686,0.20875156
35563,0.24549836
10820,0.34972963
39740,0.24549836
8521,0.20875156
44007,0.43309024
26066,0.20875156
569,0.20875156
15926,0.20875156
31450,0.24549836
39843,0.24549836
34646,0.24549836
30343,0.24549836
21882,0.20875156
6530,0.20875156
21042,0.20875156
18705,0.20875156
38956,0.24549836
27446,0.34972963
43968,0.5488107
22366,0.20875156
34859,0.24549836
28176,0.24549836
36480,0.24549836
21721,0.20875156
23634,0.20875156
37379,0.24549836
44244,0.32276765
10344,0.20875156
32496,0.34972963
10407,0.20875156
34362,0.24549836
32176,0.24549836
37709,0.24549836
30745,0.24549836
35314,0.24549836
14592,0.34972963
27371,0.20875156
14760,0.20875156
21316,0.20875156
34326,0.24549836
8494,0.20875156
44106,0.43309024
3109,0.20875156
6934,0.34972963
30056,0.24549836
33848,0.24549836
18098,0.20875156
7611,0.20875156
25774,0.20875156
31183,0.24549836
2822,0.49668834
32280,0.24549836
36855,0.24549836
37659,0.24549836
8746,0.49668834
33472,0.24549836
41757,0.32276765
32756,0.24549836
39508,0.24549836
37806,0.24549836
17015,0.20875156
103,0.20875156
9818,0.20875156
2545,0.20875156
28501,0.24549836
22915,0.20875156
15990,0.20875156
3305,0.20875156
26784,0.20875156
1073,0.20875156
27956,0.24549836
20026,0.34972963
12314,0.34972963
14778,0.20875156
30889,0.24549836
2232,0.20875156
27786,0.24549836
43244,0.43309024
41076,0.43309024
1411,0.20875156
32265,0.24549836
41926,0.43309024
32601,0.24549836
11125,0.20875156
28520,0.24549836
14602,0.20875156
4083,0.20875156
38855,0.24549836
17086,0.20875156
36464,0.24549836
33079,0.24549836
31050,0.24549836
2123,0.20875156
31561,0.24549836
3195,0.34972963
13600,0.20875156
40788,0.43309024
16865,0.49668834
15930,0.20875156
15187,0.20875156
45044,0.43309024
3414,0.34972963
39759,0.24549836
24112,0.20875156
15637,0.20875156
2323,0.20875156
6532,0.20875156
4484,0.20875156
11946,0.34972963
35654,0.24549836
40709,0.24549836
9854,0.20875156
30243,0.24549836
44736,0.5488107
29227,0.24549836
10486,0.34972963
30007,0.24549836
7982,0.20875156
26413,0.20875156
13461,0.20875156
9501,0.20875156
888,0.20875156
18525,0.20875156
28610,0.24549836
29373,0.24549836
9235,0.20875156
4806,0.20875156
36281,0.24549836
7767,0.20875156
22447,0.20875156
11067,0.20875156
18818,0.20875156
27637,0.24549836
30519,0.24549836
31178,0.24549836
25152,0.20875156
14558,0.20875156
42446,0.43309024
16921,0.34972963
36785,0.24549836
24531,0.20875156
38555,0.24549836
11657,0.20875156
22807,0.20875156
41444,0.32276765
1516,0.20875156
34838,0.24549836
2627,0.20875156
1382,0.20875156
28921,0.24549836
15895,0.20875156
1106,0.20875156
17230,0.20875156
8949,0.20875156
5171,0.34972963
1720,0.20875156
19134,0.20875156
3613,0.20875156
9391,0.20875156
16179,0.20875156
23329,0.20875156
29337,0.24549836
319,0.20875156
19442,0.20875156
21810,0.20875156
37059,0.24549836
38881,0.24549836
34246,0.24549836
28472,0.24549836
36058,0.24549836
42044,0.5488107
41866,0.32276765
9159,0.20875156
14654,0.20875156
4065,0.20875156
21409,0.20875156
31886,0.24549836
11013,0.20875156
28078,0.24549836
36639,0.24549836
3432,0.20875156
43011,0.43309024
8683,0.20875156
33660,0.24549836
10505,0.20875156
18495,0.20875156
14943,0.20875156
42186,0.43309024
36577,0.24549836
41366,0.43309024
8378,0.20875156
6726,0.34972963
12268,0.20875156
34160,0.49668834
43932,0.32276765
7967,0.20875156
30647,0.24549836
33402,0.24549836
20073,0.20875156
19499,0.20875156
33005,0.24549836
23225,0.20875156
23891,0.20875156
36567,0.24549836
20366,0.20875156
11002,0.20875156
42526,0.32276765
32233,0.24549836
34258,0.24549836
30683,0.24549836
22354,0.20875156
3361,0.20875156
28964,0.24549836
16780,0.34972963
35054,0.24549836
44084,0.43309024
38378,0.24549836
4466,0.20875156
29951,0.24549836
31616,0.24549836
26209,0.34972963
1514,0.20875156
44226,0.43309024
41678,0.32276765
28966,0.24549836
29134,0.34972963
20882,0.20875156
7476,0.20875156
6304,0.20875156
24311,0.20875156
2771,0.20875156
5056,0.49668834
41061,0.43309024
21687,0.20875156
27959,0.24549836
42351,0.43309024
11559,0.20875156
28588,0.24549836
22445,0.20875156
41886,0.43309024
7717,0.34972963
6303,0.20875156
16693,0.49668834
18626,0.49668834
43851,0.32276765
7351,0.20875156
33075,0.24549836
41619,0.43309024
19769,0.20875156
38334,0.24549836
9755,0.20875156
31148,0.24549836
22894,0.20875156
22877,0.20875156
14895,0.20875156
37758,0.24549836
45058,0.43309024
33284,0.24549836
14919,0.20875156
1373,0.34972963
29453,0.24549836
31095,0.24549836
27521,0.24549836
12798,0.20875156
5172,0.20875156
29784,0.24549836
33851,0.24549836
64,0.20875156
25035,0.20875156
9328,0.20875156
31985,0.24549836
34073,0.24549836
34200,0.24549836
3117,0.20875156
201,0.34972963
31099,0.24549836
8515,0.20875156
8207,0.20875156
29623,0.24549836
44939,0.5488107
24826,0.20875156
8155,0.20875156
14414,0.20875156
30457,0.24549836
40174,0.24549836
21295,0.20875156
37208,0.24549836
17078,0.20875156
33423,0.24549836
18054,0.20875156
40151,0.24549836
43409,0.43309024
2006,0.20875156
9065,0.20875156
37877,0.24549836
5083,0.20875156
26116,0.20875156
15872,0.20875156
12236,0.20875156
41445,0.43309024
5555,0.20875156
34080,0.24549836
36027,0.24549836
32204,0.24549836
4217,0.20875156
1081,0.20875156
40567,0.24549836
22503,0.34972963
3371,0.20875156
28017,0.24549836
25111,0.20875156
28844,0.24549836
17184,0.20875156
18314,0.20875156
45180,0.43309024
20171,0.20875156
10179,0.20875156
34548,0.24549836
15099,0.20875156
14342,0.20875156
9479,0.34972963
24349,0.20875156
3198,0.20875156
23532,0.20875156
38135,0.24549836
4727,0.20875156
36397,0.24549836
15007,0.20875156
13592,0.20875156
43567,0.32276765
28026,0.24549836
12354,0.20875156
30350,0.24549836
1651,0.20875156
9121,0.20875156
22685,0.20875156
39289,0.24549836
14178,0.20875156
16543,0.20875156
18142,0.20875156
40909,0.43309024
20692,0.49668834
15518,0.20875156
25054,0.20875156
8164,0.20875156
42918,0.43309024
24780,0.20875156
26829,0.20875156
37452,0.5488107
26677,0.20875156
20170,0.20875156
11408,0.20875156
27519,0.34972963
8363,0.20875156
9073,0.20875156
34852,0.24549836
4867,0.49668834
37526,0.24549836
24166,0.20875156
31847,0.49668834
11241,0.20875156
13300,0.20875156
35868,0.24549836
17026,0.20875156
22313,0.20875156
36720,0.24549836
30686,0.24549836
38887,0.24549836
39939,0.24549836
18753,0.20875156
29130,0.24549836
36203,0.24549836
520,0.20875156
30782,0.24549836
8163,0.20875156
27417,0.24549836
30345,0.49668834
16254,0.20875156
39187,0.24549836
21536,0.20875156
4340,0.20875156
19171,0.20875156
21297,0.20875156
40605,0.24549836
1444,0.20875156
3138,0.20875156
9113,0.20875156
39099,0.5488107
35230,0.24549836
4672,0.20875156
36059,0.24549836
43681,0.43309024
5019,0.20875156
45151,0.43309024
34991,0.24549836
29654,0.24549836
27559,0.34972963
39866,0.24549836
36869,0.24549836
7831,0.20875156
27442,0.24549836
7314,0.20875156
10161,0.20875156
29574,0.24549836
15021,0.20875156
14285,0.20875156
4396,0.20875156
32337,0.24549836
3353,0.20875156
44132,0.32276765
25140,0.20875156
4797,0.20875156
5821,0.20875156
4279,0.20875156
12452,0.20875156
32173,0.24549836
30494,0.24549836
670,0.20875156
38079,0.24549836
6247,0.20875156
16573,0.20875156
6221,0.20875156
34884,0.24549836
18502,0.20875156
27991,0.24549836
31113,0.24549836
35342,0.24549836
6728,0.20875156
31928,0.24549836
32188,0.24549836
11166,0.20875156
5637,0.20875156
28778,0.24549836
21558,0.20875156
37304,0.24549836
16150,0.20875156
4833,0.20875156
42806,0.32276765
32110,0.24549836
13353,0.20875156
28328,0.24549836
25178,0.20875156
9965,0.20875156
4938,0.20875156
3034,0.20875156
3589,0.20875156
42736,0.43309024
2412,0.20875156
31174,0.24549836
9423,0.20875156
40601,0.24549836
19481,0.20875156
27203,0.20875156
23307,0.20875156
30170,0.24549836
5417,0.20875156
9139,0.20875156
1633,0.20875156
19954,0.20875156
6488,0.20875156
19676,0.20875156
37796,0.24549836
16844,0.20875156
8671,0.20875156
18078,0.20875156
20305,0.20875156
20834,0.34972963
8264,0.20875156
10634,0.20875156
21460,0.34972963
10309,0.20875156
10243,0.20875156
2578,0.20875156
17104,0.20875156
32316,0.24549836
15251,0.20875156
28027,0.24549836
18345,0.20875156
11231,0.34972963
13586,0.20875156
38828,0.24549836
23082,0.20875156
42074,0.43309024
1123,0.20875156
5879,0.20875156
12324,0.34972963
8028,0.20875156
147,0.20875156
34304,0.24549836
36184,0.24549836
26851,0.20875156
4132,0.20875156
14190,0.20875156
20534,0.20875156
18744,0.34972963
15651,0.20875156
39665,0.24549836
10079,0.20875156
4030,0.20875156
29612,0.24549836
23422,0.20875156
8518,0.20875156
11707,0.20875156
3625,0.20875156
28366,0.34972963
23613,0.20875156
33967,0.24549836
13189,0.20875156
23521,0.20875156
39339,0.24549836
38874,0.24549836
27306,0.20875156
22499,0.20875156
16707,0.20875156
12310,0.20875156
19223,0.20875156
43360,0.32276765
2276,0.20875156
6689,0.20875156
13888,0.20875156
24650,0.20875156
35083,0.24549836
33415,0.24549836
3241,0.20875156
17890,0.20875156
6256,0.20875156
6093,0.20875156
10101,0.20875156
44102,0.43309024
22668,0.20875156
1101,0.20875156
14299,0.20875156
2406,0.20875156
5023,0.34972963
17188,0.20875156
10384,0.20875156
27867,0.24549836
31757,0.24549836
22823,0.20875156
20929,0.20875156
2937,0.20875156
42858,0.32276765
5897,0.20875156
20783,0.20875156
34391,0.24549836
20669,0.20875156
15958,0.20875156
22855,0.20875156
32041,0.24549836
40877,0.5488107
6875,0.34972963
3646,0.20875156
37538,0.24549836
33165,0.24549836
44320,0.43309024
9569,0.20875156
21630,0.20875156
32815,0.24549836
200,0.20875156
34378,0.24549836
29931,0.24549836
13114,0.20875156
30788,0.34972963
34490,0.24549836
41092,0.32276765
30145,0.24549836
41328,0.32276765
24393,0.20875156
36839,0.24549836
12643,0.20875156
7540,0.20875156
42147,0.43309024
33761,0.24549836
27424,0.24549836
1549,0.20875156
19942,0.20875156
45211,0.43309024
31698,0.24549836
33682,0.24549836
2511,0.20875156
40658,0.24549836
35518,0.24549836
22094,0.20875156
10849,0.20875156
2656,0.20875156
10482,0.20875156
15018,0.49668834
40790,0.43309024
9310,0.49668834
37360,0.24549836
16767,0.20875156
24908,0.20875156
39379,0.24549836
44305,0.32276765
8177,0.20875156
23284,0.20875156
25831,0.20875156
9509,0.20875156
3504,0.20875156
36750,0.24549836
7610,0.20875156
11347,0.20875156
20540,0.20875156
19014,0.20875156
28326,0.24549836
20607,0.20875156
25548,0.20875156
27241,0.20875156
43716,0.32276765
22749,0.20875156
5730,0.20875156
29458,0.24549836
6773,0.20875156
13512,0.20875156
18271,0.20875156
21434,0.20875156
18012,0.20875156
22365,0.20875156
25377,0.20875156
16722,0.20875156
37697,0.24549836
6499,0.20875156
24490,0.20875156
21818,0.20875156
35956,0.24549836
28955,0.24549836
4088,0.34972963
37122,0.24549836
44456,0.43309024
5386,0.20875156
4342,0.20875156
3336,0.20875156
17077,0.20875156
31053,0.24549836
29467,0.24549836
13460,0.20875156
25994,0.20875156
14942,0.20875156
22993,0.20875156
27739,0.24549836
14840,0.49668834
33162,0.24549836
14613,0.20875156
2651,0.49668834
33977,0.24549836
19995,0.49668834
33252,0.24549836
29652,0.24549836
12443,0.20875156
41767,0.32276765
12176,0.20875156
45105,0.43309024
21385,0.20875156
15771,0.20875156
43170,0.43309024
29410,0.24549836
11139,0.20875156
39532,0.24549836
12967,0.20875156
6240,0.20875156
3406,0.20875156
13601,0.20875156
39486,0.24549836
10005,0.20875156
29367,0.24549836
31058,0.24549836
6445,0.20875156
14346,0.20875156
8252,0.20875156
24895,0.20875156
32690,0.49668834
3860,0.20875156
43974,0.43309024
34256,0.24549836
37134,0.24549836
2986,0.20875156
43908,0.43309024
20959,0.20875156
17207,0.20875156
25176,0.20875156
21568,0.20875156
20782,0.20875156
30299,0.24549836
25121,0.20875156
1554,0.20875156
23183,0.20875156
23030,0.20875156
29002,0.24549836
7010,0.20875156
14876,0.20875156
15702,0.20875156
35306,0.34972963
13065,0.20875156
13675,0.20875156
11567,0.20875156
32710,0.24549836
23609,0.34972963
39802,0.24549836
44991,0.43309024
45143,0.32276765
6193,0.20875156
38849,0.24549836
20192,0.20875156
43068,0.43309024
18134,0.20875156
32084,0.24549836
21615,0.20875156
42854,0.32276765
34533,0.24549836
5932,0.20875156
7044,0.20875156
23416,0.20875156
22704,0.20875156
7939,0.20875156
38652,0.24549836
9761,0.20875156
21348,0.20875156
22810,0.20875156
6476,0.20875156
3813,0.20875156
38425,0.24549836
37345,0.24549836
4335,0.20875156
41074,0.32276765
22272,0.20875156
24925,0.20875156
11029,0.20875156
40988,0.43309024
1401,0.20875156
19368,0.20875156
13622,0.20875156
42657,0.43309024
19573,0.20875156
39164,0.24549836
4018,0.20875156
8107,0.20875156
35677,0.24549836
24869,0.20875156
36236,0.24549836
19587,0.49668834
25017,0.20875156
26901,0.20875156
37159,0.24549836
1341,0.20875156
10306,0.34972963
16700,0.20875156
5914,0.20875156
41925,0.32276765
43519,0.43309024
31799,0.24549836
590,0.20875156
1640,0.20875156
45147,0.32276765
21346,0.20875156
288,0.20875156
40711,0.24549836
37818,0.24549836
31895,0.24549836
28160,0.49668834
15678,0.20875156
25246,0.20875156
29244,0.24549836
2233,0.20875156
28167,0.24549836
11968,0.20875156
21970,0.20875156
15727,0.49668834
41385,0.32276765
971,0.20875156
32895,0.24549836
15106,0.34972963
32949,0.24549836
19028,0.20875156
17528,0.20875156
33792,0.24549836
40636,0.24549836
15894,0.20875156
42270,0.43309024
30376,0.24549836
35838,0.24549836
3008,0.20875156
858,0.34972963
24023,0.20875156
38036,0.24549836
12254,0.20875156
31554,0.24549836
35733,0.34972963
34787,0.24549836
2447,0.20875156
6357,0.20875156
8751,0.20875156
38738,0.24549836
30225,0.34972963
11256,0.20875156
31863,0.24549836
38634,0.24549836
39006,0.24549836
34093,0.24549836
10804,0.20875156
3839,0.34972963
42247,0.43309024
39812,0.24549836
21792,0.20875156
11384,0.20875156
29359,0.24549836
10146,0.34972963
37800,0.24549836
33575,0.24549836
32977,0.34972963
12672,0.20875156
31982,0.24549836
15957,0.20875156
38086,0.24549836
39263,0.24549836
37807,0.48314685
30264,0.24549836
13156,0.49668834
17244,0.20875156
4698,0.20875156
17284,0.20875156
27925,0.24549836
32891,0.24549836
44332,0.43309024
16269,0.20875156
10708,0.20875156
9691,0.20875156
39911,0.24549836
12092,0.20875156
23376,0.20875156
33015,0.24549836
23205,0.49668834
27462,0.24549836
6587,0.20875156
27140,0.20875156
37147,0.24549836
12057,0.34972963
17517,0.20875156
29023,0.24549836
42506,0.32276765
6751,0.20875156
40775,0.32276765
28201,0.24549836
26451,0.20875156
25859,0.20875156
31077,0.24549836
20390,0.20875156
35662,0.24549836
30661,0.24549836
28327,0.24549836
3664,0.20875156
3013,0.20875156
17901,0.20875156
25275,0.20875156
27108,0.20875156
44210,0.43309024
13318,0.34972963
38616,0.24549836
20495,0.20875156
22446,0.20875156
18567,0.20875156
9564,0.20875156
8941,0.34972963
27901,0.24549836
5285,0.20875156
17552,0.20875156
13159,0.20875156
23034,0.20875156
27826,0.24549836
19344,0.20875156
24609,0.20875156
22684,0.20875156
23540,0.20875156
14871,0.34972963
14971,0.20875156
29530,0.24549836
35010,0.24549836
14921,0.20875156
30644,0.24549836
567,0.20875156
20749,0.20875156
43728,0.32276765
45107,0.43309024
27048,0.20875156
41315,0.43309024
37133,0.24549836
43490,0.43309024
21503,0.20875156
39726,0.24549836
13510,0.20875156
37711,0.5488107
16333,0.20875156
34517,0.24549836
26474,0.20875156
28907,0.24549836
21094,0.20875156
23574,0.20875156
17657,0.20875156
20829,0.20875156
35188,0.24549836
2452,0.20875156
36426,0.24549836
37853,0.24549836
26536,0.20875156
40182,0.24549836
23169,0.20875156
18352,0.20875156
28839,0.24549836
31463,0.24549836
33608,0.24549836
38801,0.24549836
25169,0.34972963
29330,0.24549836
11478,0.20875156
34901,0.24549836
35027,0.34972963
9561,0.20875156
33211,0.24549836
2747,0.20875156
42305,0.43309024
13748,0.20875156
5538,0.20875156
34920,0.24549836
18324,0.20875156
41774,0.43309024
12595,0.20875156
23814,0.20875156
43460,0.43309024
6456,0.20875156
4790,0.20875156
30816,0.24549836
36549,0.24549836
16265,0.20875156
14472,0.20875156
31164,0.24549836
42112,0.43309024
10303,0.20875156
33645,0.24549836
9305,0.20875156
31866,0.34972963
7480,0.20875156
1246,0.20875156
14568,0.20875156
42536,0.43309024
26270,0.20875156
2014,0.20875156
11030,0.20875156
36831,0.24549836
39419,0.24549836
32748,0.24549836
10975,0.20875156
11716,0.34972963
4545,0.20875156
43376,0.32276765
2504,0.20875156
18539,0.20875156
8454,0.20875156
44165,0.43309024
14496,0.20875156
10961,0.20875156
39887,0.24549836
42742,0.32276765
676,0.20875156
1517,0.20875156
8326,0.20875156
44548,0.43309024
24793,0.20875156
27640,0.24549836
30072,0.24549836
14532,0.20875156
38091,0.24549836
18176,0.20875156
4218,0.20875156
5487,0.20875156
22451,0.20875156
14166,0.20875156
14830,0.34972963
22845,0.20875156
15950,0.20875156
21470,0.20875156
705,0.20875156
33868,0.24549836
25835,0.20875156
8360,0.20875156
38534,0.24549836
21833,0.20875156
11929,0.20875156
17927,0.34972963
41162,0.32276765
6513,0.20875156
9140,0.20875156
23677,0.20875156
2732,0.20875156
14715,0.20875156
2281,0.20875156
9180,0.20875156
14644,0.34972963
11879,0.20875156
29379,0.24549836
44472,0.32276765
5110,0.20875156
38842,0.24549836
3814,0.34972963
6055,0.20875156
7960,0.20875156
25717,0.20875156
32174,0.24549836
13739,0.20875156
43000,0.43309024
27869,0.24549836
13803,0.20875156
11522,0.20875156
18950,0.20875156
22972,0.20875156
18288,0.20875156
39655,0.24549836
5402,0.20875156
18980,0.20875156
29393,0.24549836
10973,0.20875156
5531,0.20875156
9464,0.20875156
41947,0.5488107
25970,0.20875156
42158,0.43309024
30638,0.24549836
43921,0.43309024
19937,0.20875156
36054,0.24549836
38154,0.47860748
6058,0.20875156
14833,0.34972963
36404,0.24549836
22410,0.34972963
32697,0.24549836
41635,0.32276765
4431,0.20875156
14227,0.20875156
16050,0.20875156
15055,0.20875156
18544,0.20875156
1252,0.20875156
683,0.20875156
28396,0.24549836
28319,0.24549836
30804,0.24549836
35189,0.24549836
7531,0.20875156
39031,0.24549836
19216,0.20875156
44334,0.5488107
35211,0.24549836
35509,0.24549836
387,0.20875156
23635,0.20875156
17765,0.34972963
34277,0.24549836
36973,0.24549836
32243,0.34972963
4940,0.20875156
28873,0.49668834
7465,0.34972963
2328,0.20875156
43887,0.32276765
9318,0.20875156
9442,0.20875156
8458,0.20875156
9124,0.34972963
23458,0.20875156
10143,0.20875156
41459,0.5488107
18262,0.20875156
10230,0.20875156
3837,0.20875156
5666,0.20875156
39539,0.24549836
14409,0.20875156
28782,0.24549836
5532,0.34972963
32442,0.24549836
6884,0.20875156
29520,0.24549836
23203,0.20875156
13187,0.34972963
31814,0.24549836
32600,0.24549836
34603,0.24549836
19943,0.20875156
17800,0.20875156
33581,0.34972963
13477,0.20875156
22291,0.20875156
6422,0.20875156
5207,0.20875156
38389,0.24549836
21690,0.20875156
13033,0.20875156
9296,0.20875156
1284,0.34972963
44682,0.32276765
45119,0.32276765
19312,0.20875156
43098,0.43309024
44392,0.43309024
2223,0.20875156
36500,0.24549836
12135,0.20875156
29468,0.24549836
38432,0.24549836
30018,0.24549836
11491,0.20875156
2961,0.20875156
15766,0.20875156
34939,0.24549836
20066,0.20875156
42260,0.43309024
30738,0.24549836
4416,0.34972963
17083,0.20875156
23429,0.20875156
11397,0.20875156
15380,0.20875156
24747,0.20875156
14825,0.20875156
42908,0.32276765
33457,0.24549836
8998,0.20875156
19568,0.20875156
12042,0.20875156
1756,0.20875156
12963,0.20875156
20078,0.34972963
1421,0.20875156
10843,0.20875156
15585,0.20875156
17507,0.20875156
1428,0.20875156
34575,0.24549836
44643,0.43309024
34494,0.34972963
24917,0.20875156
13929,0.20875156
1094,0.20875156
14940,0.20875156
9153,0.20875156
10916,0.34972963
22772,0.20875156
20081,0.20875156
4617,0.20875156
32721,0.24549836
23044,0.20875156
18393,0.20875156
23294,0.20875156
42092,0.43309024
38299,0.24549836
42218,0.32276765
43905,0.43309024
1049,0.20875156
17576,0.20875156
43383,0.43309024
2119,0.20875156
21587,0.20875156
29258,0.24549836
35545,0.24549836
31282,0.24549836
40530,0.24549836
14499,0.20875156
44197,0.32276765
249,0.20875156
17322,0.20875156
41360,0.32276765
4996,0.20875156
41508,0.32276765
3640,0.34972963
11945,0.20875156
42465,0.32276765
27413,0.24549836
1197,0.20875156
4689,0.20875156
36816,0.24549836
14161,0.49668834
733,0.20875156
14279,0.34972963
7750,0.20875156
22331,0.20875156
29270,0.24549836
41692,0.32276765
28506,0.24549836
42780,0.32276765
27864,0.24549836
14893,0.49668834
19949,0.20875156
43112,0.43309024
8166,0.20875156
4126,0.20875156
37060,0.24549836
17993,0.20875156
6736,0.20875156
43333,0.43309024
30747,0.24549836
7106,0.20875156
4845,0.20875156
6108,0.20875156
3691,0.20875156
44941,0.43309024
23269,0.20875156
37558,0.24549836
40263,0.24549836
25069,0.20875156
7641,0.20875156
40103,0.5488107
13426,0.20875156
37735,0.24549836
5086,0.20875156
26577,0.20875156
24500,0.20875156
17613,0.20875156
23431,0.20875156
14669,0.20875156
21324,0.20875156
21193,0.20875156
30437,0.24549836
9514,0.20875156
17249,0.20875156
27485,0.24549836
4251,0.20875156
22798,0.20875156
38157,0.24549836
41804,0.32276765
41219,0.32276765
37819,0.24549836
43896,0.32276765
4864,0.20875156
3131,0.20875156
1294,0.20875156
6265,0.20875156
44962,0.43309024
18355,0.20875156
24684,0.20875156
23335,0.20875156
12698,0.20875156
20759,0.34972963
37654,0.24549836
20248,0.20875156
14354,0.34972963
15776,0.49668834
28667,0.24549836
27673,0.24549836
19270,0.20875156
19464,0.20875156
15483,0.34972963
22239,0.20875156
37158,0.24549836
11895,0.20875156
12360,0.34972963
42563,0.43309024
9419,0.20875156
17938,0.20875156
4691,0.20875156
23813,0.20875156
7274,0.20875156
15077,0.20875156
16683,0.20875156
11989,0.20875156
22614,0.20875156
8319,0.20875156
4541,0.20875156
3244,0.20875156
19184,0.20875156
6629,0.20875156
31525,0.24549836
26393,0.20875156
44829,0.43309024
32482,0.24549836
12914,0.20875156
12940,0.20875156
41976,0.32276765
23739,0.20875156
4028,0.20875156
7096,0.20875156
28808,0.24549836
41178,0.43309024
31259,0.24549836
8497,0.20875156
21949,0.20875156
24580,0.20875156
12210,0.20875156
41141,0.43309024
13055,0.20875156
18642,0.20875156
34833,0.34972963
30547,0.24549836
20526,0.20875156
9252,0.20875156
31933,0.34972963
1669,0.20875156
21708,0.20875156
31780,0.24549836
29166,0.24549836
25361,0.20875156
3827,0.20875156
41194,0.32276765
907,0.20875156
24553,0.20875156
23607,0.20875156
39852,0.24549836
44650,0.32276765
33981,0.24549836
44078,0.32276765
14779,0.20875156
26035,0.20875156
39426,0.24549836
12201,0.20875156
10166,0.20875156
5168,0.20875156
11172,0.20875156
15228,0.20875156
27622,0.24549836
31668,0.24549836
27331,0.34972963
24633,0.20875156
12378,0.20875156
32116,0.34972963
20164,0.20875156
30435,0.24549836
4369,0.20875156
8797,0.20875156
1499,0.20875156
24460,0.20875156
24184,0.20875156
38841,0.24549836
6295,0.20875156
2950,0.20875156
39266,0.24549836
40162,0.24549836
6975,0.20875156
34203,0.24549836
7388,0.20875156
27472,0.24549836
15733,0.34972963
13689,0.20875156
23932,0.20875156
18854,0.20875156
42621,0.43309024
42130,0.5488107
3581,0.34972963
18986,0.20875156
23750,0.20875156
37636,0.24549836
9397,0.20875156
31121,0.24549836
27150,0.20875156
25321,0.20875156
18051,0.20875156
19585,0.20875156
37187,0.24549836
40539,0.24549836
3158,0.20875156
39607,0.24549836
33984,0.24549836
7312,0.20875156
4353,0.20875156
9231,0.20875156
35013,0.24549836
39112,0.24549836
34553,0.24549836
30741,0.24549836
5132,0.20875156
15287,0.34972963
40019,0.24549836
39547,0.24549836
22544,0.20875156
44363,0.43309024
36666,0.24549836
33357,0.24549836
8489,0.20875156
34182,0.24549836
17904,0.34972963
37728,0.24549836
20781,0.20875156
21806,0.20875156
40595,0.24549836
43987,0.32276765
13558,0.20875156
28373,0.24549836
31197,0.24549836
7684,0.34972963
17332,0.20875156
31611,0.24549836
20385,0.20875156
32374,0.34972963
38489,0.24549836
2987,0.20875156
21365,0.20875156
27795,0.24549836
41165,0.5488107
45053,0.43309024
12168,0.20875156
41867,0.43309024
12346,0.34972963
7031,0.20875156
4002,0.49668834
36334,0.24549836
2273,0.20875156
39335,0.24549836
27844,0.24549836
5752,0.20875156
35547,0.24549836
20323,0.20875156
16196,0.34972963
33129,0.24549836
4323,0.20875156
38703,0.24549836
26995,0.20875156
16488,0.20875156
44351,0.43309024
2558,0.20875156
10318,0.20875156
23412,0.20875156
26067,0.20875156
13094,0.20875156
23943,0.20875156
38468,0.24549836
27238,0.20875156
37917,0.24549836
874,0.20875156
8618,0.20875156
1361,0.20875156
7300,0.20875156
19582,0.20875156
23364,0.20875156
18968,0.20875156
1505,0.20875156
38823,0.24549836
20404,0.20875156
14185,0.20875156
15014,0.20875156
27538,0.24549836
12416,0.20875156
10037,0.20875156
13088,0.34972963
31422,0.24549836
20566,0.20875156
7165,0.34972963
38829,0.24549836
36313,0.24549836
34250,0.24549836
44439,0.43309024
17185,0.20875156
18599,0.20875156
4681,0.20875156
4075,0.20875156
267,0.20875156
43078,0.43309024
2098,0.20875156
13998,0.20875156
297,0.20875156
37426,0.24549836
40299,0.24549836
8806,0.20875156
20135,0.20875156
31543,0.24549836
27484,0.24549836
23313,0.20875156
25805,0.20875156
6252,0.20875156
4006,0.20875156
8796,0.20875156
4184,0.20875156
17833,0.20875156
6860,0.20875156
10709,0.20875156
11689,0.20875156
17611,0.20875156
1414,0.20875156
33491,0.24549836
31107,0.34972963
25538,0.20875156
21513,0.20875156
30079,0.24549836
24335,0.20875156
11931,0.34972963
13734,0.20875156
41189,0.32276765
1225,0.20875156
12961,0.20875156
22932,0.20875156
30537,0.24549836
20946,0.20875156
10087,0.20875156
8957,0.20875156
