age,job,marital,education,default,balance,housing,loan,uid1
48,blue-collar,married,secondary,no,2214,no,no,21483
38,technician,married,tertiary,no,216,no,no,21484
52,admin.,married,primary,no,204,no,no,21486
58,blue-collar,married,primary,no,309,no,no,21488
53,technician,married,secondary,no,180,no,yes,21489
37,technician,married,secondary,no,183,yes,no,2149
47,technician,married,secondary,no,0,no,no,21490
32,management,single,tertiary,no,470,no,no,21492
38,technician,single,secondary,no,3278,no,no,21493
60,retired,married,secondary,yes,0,no,no,21494
49,technician,married,secondary,no,2,no,no,21495
31,management,single,tertiary,no,33,no,no,21496
47,technician,married,secondary,no,17206,yes,no,21497
60,retired,married,tertiary,no,225,no,no,21499
54,blue-collar,married,primary,no,-41,yes,no,215
50,management,divorced,tertiary,no,60,no,no,21500
46,management,divorced,tertiary,no,134,no,no,21502
60,retired,married,tertiary,no,10500,no,no,21503
37,management,married,tertiary,no,115,no,no,21504
32,management,single,tertiary,no,146,no,no,21505
56,blue-collar,married,secondary,no,0,no,no,21507
48,management,married,tertiary,no,4060,no,no,21508
54,blue-collar,married,secondary,no,0,no,no,21509
56,admin.,divorced,primary,no,179,yes,no,2151
44,management,married,tertiary,no,0,no,yes,21510
47,blue-collar,married,primary,no,43,no,no,21511
47,management,married,tertiary,no,0,no,no,21512
30,management,divorced,secondary,no,-274,yes,yes,21513
36,technician,single,secondary,no,140,yes,no,21514
41,self-employed,married,secondary,no,1,no,no,21515
32,technician,married,tertiary,no,264,yes,no,21516
48,technician,married,secondary,no,0,no,no,21517
48,unknown,married,unknown,no,3,no,no,21518
45,self-employed,married,secondary,no,571,yes,no,21519
59,retired,married,secondary,no,434,yes,no,2152
60,admin.,married,secondary,no,3043,no,no,21521
53,management,married,tertiary,no,210,no,no,21522
60,retired,married,secondary,no,374,no,no,21524
33,technician,married,secondary,no,81,no,no,21525
60,technician,married,secondary,no,0,no,no,21526
57,entrepreneur,married,secondary,no,1179,no,no,21527
56,retired,married,secondary,no,74,no,no,21528
57,technician,married,secondary,no,295,no,no,21529
30,services,single,secondary,no,122,yes,no,2153
49,technician,married,secondary,no,25,yes,yes,21530
45,management,married,tertiary,no,2805,no,no,21532
39,technician,single,tertiary,no,285,no,no,21533
38,technician,single,tertiary,no,103,no,no,21534
59,retired,married,unknown,no,613,no,no,21535
48,unknown,married,secondary,no,-95,no,no,21536
49,management,married,secondary,no,0,no,no,21537
49,admin.,married,tertiary,no,-962,yes,no,21538
32,management,married,tertiary,no,0,no,no,21539
59,technician,married,secondary,no,371,yes,no,2154
44,technician,single,secondary,no,54,no,yes,21540
51,management,divorced,tertiary,no,-202,no,no,21542
43,management,married,tertiary,no,143,no,no,21544
34,housemaid,married,tertiary,no,72,no,no,21545
42,management,married,tertiary,no,2137,no,no,21546
56,retired,married,secondary,no,20,no,yes,21548
49,technician,married,secondary,no,412,no,no,21549
27,blue-collar,single,secondary,no,3675,no,no,2155
37,admin.,divorced,secondary,no,295,yes,yes,21551
47,management,married,tertiary,no,1884,yes,yes,21552
34,management,married,tertiary,no,5399,no,no,21553
45,entrepreneur,married,secondary,no,107,no,no,21554
52,retired,married,secondary,no,2122,no,yes,21556
50,management,married,tertiary,no,1759,no,no,21557
53,blue-collar,married,secondary,no,6657,yes,no,21558
34,technician,married,secondary,no,30,no,no,21559
57,retired,married,tertiary,no,31,no,no,21560
32,management,single,tertiary,no,47,no,no,21561
49,technician,married,secondary,no,673,yes,no,21562
45,admin.,married,secondary,no,740,no,yes,21564
39,technician,married,secondary,no,61,no,no,21566
47,management,divorced,tertiary,no,83,no,no,21568
30,technician,single,secondary,no,126,no,no,21569
48,services,married,secondary,no,194,yes,yes,2157
57,housemaid,married,primary,no,1183,no,no,21570
41,technician,married,secondary,no,240,no,no,21572
51,management,married,tertiary,no,401,no,no,21573
48,technician,married,tertiary,no,0,no,no,21574
42,self-employed,married,secondary,no,95,no,no,21576
45,admin.,married,secondary,no,0,no,no,21577
58,management,married,tertiary,no,172,no,no,21578
32,management,married,tertiary,no,644,no,no,21580
31,technician,married,secondary,no,7369,no,no,21581
46,technician,single,secondary,no,182,no,no,21584
38,management,single,tertiary,no,231,no,no,21585
55,management,married,tertiary,no,2537,no,no,21586
39,management,married,tertiary,no,5495,yes,no,21587
34,technician,single,secondary,no,0,no,no,21588
36,unemployed,divorced,tertiary,no,734,no,no,21589
33,management,single,tertiary,no,1011,yes,no,2159
36,management,married,tertiary,no,61,no,yes,21591
42,management,married,tertiary,no,356,no,no,21592
40,management,married,tertiary,no,51,no,no,21593
30,self-employed,married,tertiary,no,1596,yes,no,21594
32,entrepreneur,married,tertiary,no,0,no,no,21595
42,management,married,secondary,no,1079,no,no,21596
36,technician,married,secondary,no,632,yes,no,21597
55,admin.,married,primary,no,0,yes,no,21598
40,management,married,tertiary,no,254,no,no,21599
39,blue-collar,single,primary,no,446,yes,no,2160
33,management,married,tertiary,no,801,no,no,21600
31,management,single,tertiary,no,-446,no,no,21601
32,technician,married,secondary,no,4133,no,no,21602
52,technician,married,secondary,no,2095,yes,yes,21603
32,technician,single,secondary,no,10,no,no,21604
58,admin.,married,primary,no,0,no,no,21605
41,technician,married,secondary,no,712,no,no,21607
46,blue-collar,married,primary,no,-29,yes,no,2161
39,housemaid,married,primary,no,0,yes,no,21610
56,management,married,tertiary,no,982,no,no,21611
60,self-employed,married,tertiary,no,2149,no,no,21612
34,technician,single,secondary,no,52,no,no,21614
57,management,married,tertiary,no,0,no,no,21615
33,management,divorced,tertiary,no,0,yes,yes,21616
36,technician,single,secondary,no,818,yes,yes,21617
42,technician,divorced,secondary,no,12584,no,no,21618
42,technician,divorced,secondary,no,248,no,no,21619
53,services,married,secondary,no,139,yes,no,21620
60,retired,married,primary,no,600,no,no,21622
36,technician,married,secondary,no,0,no,no,21623
55,management,divorced,tertiary,no,17,no,no,21624
56,technician,married,secondary,no,64,no,no,21625
37,entrepreneur,married,secondary,no,46,no,yes,21626
34,technician,divorced,tertiary,no,66,no,yes,21627
57,admin.,married,secondary,no,2120,no,no,21628
51,admin.,married,secondary,no,91,no,no,21629
31,blue-collar,married,secondary,no,297,yes,no,2163
30,management,single,tertiary,no,0,no,no,21630
48,blue-collar,married,secondary,no,3,no,yes,21631
30,technician,married,secondary,no,27,yes,no,21632
31,management,single,tertiary,no,0,no,no,21633
40,management,single,tertiary,no,171,no,no,21635
35,technician,married,secondary,no,141,yes,no,21636
36,technician,married,tertiary,no,60,no,no,21637
49,admin.,married,tertiary,no,8413,no,no,21638
36,technician,married,tertiary,no,71,no,no,21639
40,services,single,secondary,no,888,yes,no,2164
58,management,married,tertiary,no,3228,no,no,21640
52,self-employed,married,tertiary,no,605,no,no,21641
32,technician,married,secondary,no,266,yes,no,21646
33,technician,divorced,secondary,no,295,no,no,21647
33,management,married,tertiary,no,808,yes,no,21648
31,management,single,tertiary,no,0,no,no,21649
37,blue-collar,single,secondary,no,115,yes,no,2165
46,technician,single,secondary,no,401,no,no,21651
44,technician,married,secondary,no,1127,yes,no,21652
52,technician,divorced,tertiary,no,0,no,no,21653
40,unknown,married,tertiary,no,119,no,no,21654
50,blue-collar,married,primary,no,-1,no,no,21655
43,housemaid,divorced,tertiary,no,42,yes,no,21656
30,technician,married,secondary,no,-189,no,no,21657
48,technician,divorced,tertiary,no,83,no,yes,21659
29,blue-collar,married,secondary,no,177,yes,no,2166
51,blue-collar,married,secondary,no,950,no,no,21660
40,technician,divorced,secondary,no,0,no,no,21661
34,technician,married,secondary,no,56,no,no,21662
57,technician,divorced,tertiary,no,114,no,no,21664
45,blue-collar,married,primary,no,487,yes,no,21665
53,management,married,tertiary,no,261,no,no,21666
31,technician,married,secondary,no,0,no,yes,21669
29,blue-collar,married,secondary,no,-28,yes,no,2167
34,technician,single,tertiary,no,82,no,no,21670
30,technician,single,secondary,no,5,no,no,21671
45,admin.,married,secondary,no,251,yes,no,21672
45,blue-collar,married,primary,no,0,no,no,21673
43,technician,married,secondary,no,227,yes,yes,21674
45,management,single,secondary,no,451,yes,no,21675
55,retired,married,secondary,no,168,no,no,21676
58,retired,married,secondary,no,0,no,no,21677
33,blue-collar,married,tertiary,no,1465,no,no,21678
31,technician,married,secondary,no,297,no,no,21679
24,blue-collar,married,secondary,no,951,yes,no,2168
34,management,single,tertiary,no,-292,yes,no,21681
39,management,married,tertiary,no,1373,no,no,21682
50,admin.,married,secondary,no,-1415,no,no,21684
42,technician,divorced,secondary,no,58,no,no,21685
57,retired,married,secondary,no,-133,no,no,21686
60,retired,married,primary,no,420,no,no,21687
33,self-employed,married,secondary,no,47,no,no,21688
39,technician,single,secondary,no,1,no,no,21689
32,admin.,single,secondary,no,5,yes,no,2169
59,retired,married,primary,no,0,no,no,21690
30,technician,single,secondary,no,8,no,no,21691
30,management,single,tertiary,no,-58,no,yes,21693
47,admin.,married,secondary,no,5401,no,no,21694
32,management,single,tertiary,no,1625,yes,no,21695
54,technician,divorced,secondary,no,-291,no,no,21696
32,technician,single,secondary,no,29,no,no,21698
33,management,single,tertiary,no,0,no,no,21699
47,unknown,married,unknown,no,28,no,no,217
26,admin.,single,secondary,no,586,yes,yes,2170
46,technician,married,secondary,no,966,yes,yes,21700
46,management,married,tertiary,no,0,no,no,21701
33,technician,married,secondary,yes,18,no,yes,21702
35,management,married,tertiary,no,86,yes,no,21703
46,technician,single,secondary,no,0,no,no,21704
35,management,married,tertiary,no,299,no,no,21705
33,technician,married,secondary,no,2666,no,no,21706
52,management,married,tertiary,no,7135,no,no,21707
31,technician,married,secondary,no,1072,no,no,21708
32,technician,married,tertiary,no,60,no,no,21709
56,technician,divorced,secondary,no,5,no,no,21710
49,blue-collar,married,unknown,no,5,no,no,21711
34,technician,single,secondary,no,179,no,no,21712
56,self-employed,married,unknown,no,0,no,no,21713
34,management,married,tertiary,no,46,no,no,21714
33,technician,single,tertiary,no,123,no,no,21715
52,management,single,tertiary,no,1205,no,no,21716
58,retired,married,tertiary,no,258,no,yes,21717
42,technician,single,secondary,no,3,no,no,21718
26,blue-collar,single,secondary,yes,-23,yes,no,2172
43,management,divorced,tertiary,no,3820,no,no,21721
46,technician,married,secondary,no,167,no,no,21723
47,technician,divorced,secondary,no,266,no,no,21724
39,technician,single,secondary,no,-225,no,no,21725
52,management,divorced,tertiary,no,96,no,no,21726
42,management,married,tertiary,no,559,no,no,21727
48,blue-collar,married,primary,no,347,no,no,21728
45,blue-collar,married,unknown,no,850,no,no,21729
50,services,married,secondary,no,128,no,no,21730
35,management,single,tertiary,no,3576,yes,no,21731
40,technician,married,tertiary,no,0,no,no,21732
41,management,married,tertiary,no,30,no,no,21733
48,blue-collar,married,primary,no,147,no,no,21734
59,retired,married,secondary,no,19,no,yes,21735
47,housemaid,divorced,secondary,no,1361,no,no,21736
41,self-employed,married,tertiary,no,57,no,no,21737
58,blue-collar,married,secondary,no,1166,yes,no,2174
57,retired,married,secondary,no,81,no,no,21740
43,technician,married,secondary,no,0,no,no,21742
30,management,married,tertiary,no,151,no,no,21743
33,technician,married,secondary,no,0,no,no,21745
47,unknown,married,unknown,no,497,no,no,21746
41,technician,single,tertiary,no,15302,no,no,21747
39,management,married,tertiary,no,218,no,no,21748
31,management,married,tertiary,no,50,no,no,21749
35,management,single,tertiary,no,244,yes,no,2175
50,technician,married,tertiary,no,329,no,no,21750
44,management,married,tertiary,no,1802,no,no,21752
53,admin.,married,unknown,no,0,no,no,21754
43,technician,divorced,secondary,no,0,no,no,21755
50,services,married,secondary,no,1687,no,no,21756
47,services,married,secondary,no,459,no,no,21757
47,management,married,tertiary,no,600,no,no,21758
29,services,single,secondary,no,-72,yes,no,2176
56,technician,married,secondary,no,1750,no,no,21760
51,technician,married,primary,no,260,no,no,21761
48,technician,married,secondary,no,606,yes,no,21762
43,unemployed,married,secondary,no,174,no,yes,21764
53,technician,married,secondary,no,428,no,no,21765
44,management,married,secondary,no,238,no,no,21766
33,technician,divorced,tertiary,no,39,no,no,21767
37,technician,single,tertiary,no,1661,no,no,21768
38,management,married,tertiary,no,0,no,no,21769
56,blue-collar,married,primary,no,1399,yes,no,2177
49,management,single,tertiary,no,370,no,no,21770
48,blue-collar,married,secondary,no,0,no,no,21771
56,management,married,tertiary,no,96,yes,yes,21772
47,technician,divorced,secondary,no,191,no,no,21773
33,unemployed,married,tertiary,no,123,no,no,21774
34,admin.,married,secondary,no,445,no,no,21776
53,technician,married,secondary,no,1344,no,no,21777
55,technician,divorced,tertiary,no,1402,no,no,21779
43,blue-collar,married,primary,no,0,yes,no,2178
35,technician,divorced,secondary,no,82,no,no,21781
33,self-employed,single,tertiary,no,61,no,no,21782
55,blue-collar,married,primary,no,-1217,yes,no,21783
46,self-employed,married,tertiary,no,226,no,no,21786
32,management,married,tertiary,no,5878,no,no,21787
32,technician,divorced,secondary,no,3345,yes,no,21788
43,technician,divorced,tertiary,no,101,no,no,21789
45,blue-collar,married,secondary,no,431,yes,no,2179
53,blue-collar,married,secondary,yes,-634,no,no,21790
32,technician,divorced,secondary,no,0,no,no,21791
33,management,married,tertiary,no,1412,yes,no,21792
58,retired,married,unknown,no,0,no,no,21793
47,technician,married,secondary,no,677,no,no,21795
49,blue-collar,married,primary,no,-165,yes,no,21796
55,technician,divorced,secondary,no,852,no,no,21798
42,management,married,tertiary,no,7,no,no,21799
53,unemployed,married,unknown,no,13,no,no,218
31,admin.,single,secondary,no,130,yes,yes,2180
52,management,married,secondary,no,264,no,no,21800
43,self-employed,married,tertiary,no,488,no,no,21801
34,management,married,tertiary,no,1339,no,no,21802
42,technician,married,secondary,no,233,no,no,21804
58,retired,married,secondary,no,168,no,no,21805
53,management,married,tertiary,no,75,no,no,21806
48,blue-collar,married,primary,no,8,no,no,21808
51,technician,married,secondary,no,180,yes,no,21809
34,blue-collar,married,secondary,no,187,yes,no,2181
41,technician,divorced,secondary,no,52,no,no,21810
41,management,married,tertiary,no,5561,no,no,21811
31,management,married,tertiary,no,11,yes,yes,21812
47,unemployed,married,primary,no,798,no,no,21815
46,technician,married,tertiary,no,591,no,no,21816
52,blue-collar,married,secondary,no,223,no,no,21817
50,blue-collar,married,unknown,no,452,no,no,21818
32,management,married,primary,no,142,yes,no,2182
30,technician,single,secondary,no,3048,no,yes,21820
50,management,divorced,tertiary,no,30,no,no,21822
33,technician,single,secondary,yes,-374,no,yes,21823
33,technician,married,secondary,no,956,yes,yes,21824
44,technician,married,secondary,no,331,yes,no,21826
32,technician,single,secondary,no,0,yes,no,21827
44,technician,single,secondary,no,0,no,no,21828
46,management,divorced,tertiary,no,0,no,no,21829
33,technician,single,secondary,no,14,yes,no,2183
47,technician,divorced,secondary,no,689,no,no,21831
51,admin.,married,unknown,yes,-12,no,no,21832
31,management,married,secondary,no,2294,no,no,21833
48,technician,divorced,tertiary,no,375,no,no,21834
40,technician,married,secondary,no,2228,yes,no,21838
52,technician,married,secondary,no,-33,no,no,21839
28,technician,single,secondary,no,-219,yes,no,2184
39,management,married,tertiary,no,2320,no,yes,21840
40,housemaid,divorced,secondary,no,4328,no,no,21841
54,housemaid,married,primary,no,194,no,no,21843
31,technician,married,secondary,no,310,yes,no,21845
38,technician,single,secondary,no,367,no,no,21846
39,management,married,tertiary,no,51,no,no,21847
30,technician,single,tertiary,no,1,no,no,21848
42,management,married,tertiary,no,160,no,no,21849
43,admin.,single,secondary,no,275,yes,no,2185
57,retired,married,primary,no,0,no,no,21850
32,technician,married,secondary,no,2802,no,no,21851
53,management,married,tertiary,no,15,no,no,21852
46,management,divorced,secondary,no,177,no,no,21853
42,management,single,secondary,no,164,no,no,21855
37,management,married,tertiary,no,0,no,no,21856
38,technician,single,secondary,no,260,no,no,21857
42,management,divorced,tertiary,no,0,yes,no,21858
31,unknown,married,secondary,no,111,no,no,21861
31,services,married,secondary,no,182,no,no,21862
38,technician,single,secondary,no,0,no,no,21863
37,management,single,tertiary,no,1572,no,no,21866
52,technician,divorced,secondary,no,511,no,yes,21867
37,technician,divorced,secondary,no,23,no,no,21868
31,technician,married,secondary,no,141,no,no,21869
27,services,single,secondary,no,118,yes,yes,2187
42,management,single,tertiary,no,227,no,no,21870
53,technician,married,secondary,no,1357,yes,no,21871
34,technician,married,tertiary,no,2069,no,no,21872
56,admin.,married,secondary,no,374,no,no,21873
41,technician,divorced,secondary,no,75,no,no,21874
38,management,married,secondary,no,124,no,no,21875
33,management,single,tertiary,no,47,no,no,21876
44,self-employed,married,tertiary,no,1196,no,no,21877
51,unemployed,married,secondary,no,107,no,no,21878
43,entrepreneur,married,secondary,no,469,no,yes,21879
30,services,single,secondary,no,290,yes,no,2188
32,services,married,secondary,no,11,no,no,21880
38,technician,married,secondary,no,565,no,no,21881
54,blue-collar,married,primary,no,2584,no,no,21882
42,technician,divorced,secondary,no,19,no,no,21885
48,admin.,married,secondary,no,0,no,no,21886
30,management,married,tertiary,no,1390,no,no,21887
34,management,married,tertiary,no,0,no,no,21889
32,blue-collar,married,primary,no,1064,yes,no,2189
30,services,married,secondary,no,114,no,no,21890
38,management,single,tertiary,no,38,no,no,21891
33,technician,married,tertiary,yes,56,no,no,21892
34,technician,married,secondary,no,1194,no,yes,21894
34,technician,married,tertiary,no,100,no,no,21897
40,management,married,secondary,no,569,no,no,21898
33,technician,single,secondary,no,541,no,yes,21899
46,housemaid,married,primary,no,965,no,no,219
37,services,divorced,secondary,no,904,yes,no,2190
42,entrepreneur,married,primary,no,149,no,no,21900
47,services,married,primary,no,0,yes,yes,21901
56,retired,married,primary,no,681,no,no,21902
34,management,married,tertiary,no,881,no,no,21903
55,blue-collar,married,secondary,no,1218,no,no,21904
55,admin.,married,secondary,no,128,no,no,21905
34,technician,single,secondary,no,112,no,no,21906
50,technician,married,secondary,no,-584,no,no,21907
41,technician,married,secondary,no,248,no,no,21908
39,technician,single,secondary,no,0,no,no,21909
31,technician,single,secondary,no,628,yes,no,2191
33,management,single,tertiary,no,432,no,no,21910
34,housemaid,married,primary,no,4,no,no,21911
56,blue-collar,married,secondary,no,300,no,no,21912
32,technician,single,secondary,no,68,no,yes,21913
44,management,married,tertiary,no,0,no,no,21914
32,technician,single,secondary,no,-22,yes,no,21915
37,technician,married,secondary,no,-318,no,no,21916
39,services,married,tertiary,no,35,no,no,21917
45,management,married,tertiary,no,0,no,no,21918
56,retired,married,primary,no,13,yes,no,2192
36,technician,married,secondary,no,3,no,no,21920
32,management,married,tertiary,no,169,no,yes,21921
34,technician,married,secondary,no,1553,no,no,21923
31,management,married,tertiary,no,792,no,no,21925
32,technician,married,secondary,no,20,no,no,21928
42,management,married,tertiary,no,251,no,no,21929
26,technician,married,tertiary,no,450,yes,yes,2193
47,housemaid,married,secondary,no,0,no,no,21930
43,management,married,tertiary,no,2,no,yes,21931
37,management,divorced,secondary,no,414,no,no,21932
32,technician,married,tertiary,no,587,no,no,21934
32,technician,single,tertiary,no,0,no,no,21935
46,blue-collar,married,secondary,no,15,yes,yes,21937
43,blue-collar,married,secondary,no,-63,yes,no,2194
46,services,married,secondary,no,417,no,no,21940
51,admin.,married,primary,no,173,no,no,21941
51,technician,married,secondary,no,337,yes,no,21942
45,admin.,married,secondary,no,638,yes,no,21944
37,technician,single,secondary,no,228,yes,no,21945
49,technician,married,secondary,no,51,no,no,21946
50,blue-collar,married,primary,no,-219,no,yes,21948
36,management,married,tertiary,no,356,no,no,21949
48,technician,divorced,secondary,no,164,yes,no,2195
51,technician,married,secondary,no,-153,no,no,21950
33,admin.,single,secondary,no,344,yes,no,21951
32,management,married,tertiary,no,138,no,no,21953
31,management,married,tertiary,no,22546,yes,no,21954
31,management,married,tertiary,no,156,no,no,21955
39,housemaid,married,secondary,no,-146,yes,yes,21956
39,management,married,tertiary,no,224,no,no,21957
48,services,married,secondary,no,109,no,yes,21959
31,blue-collar,single,primary,no,985,yes,no,2196
43,management,married,tertiary,no,715,no,no,21960
47,technician,married,secondary,no,275,no,no,21961
39,technician,married,secondary,no,49,yes,no,21962
36,technician,single,secondary,no,1044,yes,no,21963
50,management,married,secondary,no,2130,no,no,21964
39,technician,divorced,secondary,no,507,no,no,21966
35,technician,married,secondary,no,179,no,yes,21967
39,technician,married,tertiary,no,93,no,no,21968
46,blue-collar,married,primary,no,620,yes,no,21969
44,technician,married,secondary,no,7649,no,no,21970
53,technician,married,tertiary,no,988,no,no,21971
50,entrepreneur,divorced,tertiary,no,101,no,no,21972
51,blue-collar,married,secondary,no,397,yes,no,21974
31,technician,married,secondary,no,0,no,no,21975
49,housemaid,married,secondary,no,3,no,no,21976
50,blue-collar,married,primary,no,238,no,no,21977
32,technician,single,secondary,no,116,yes,no,21978
37,management,single,tertiary,no,361,no,no,21979
24,blue-collar,married,secondary,no,237,yes,no,2198
40,technician,single,secondary,no,2244,no,yes,21980
50,admin.,married,secondary,no,242,yes,no,21981
46,services,married,secondary,yes,130,no,no,21982
60,admin.,married,tertiary,no,1614,no,no,21984
35,technician,single,secondary,no,0,no,no,21987
29,unemployed,married,secondary,no,380,no,yes,2199
37,management,married,tertiary,no,16,no,no,21990
46,management,married,tertiary,no,110,yes,yes,21991
32,management,married,tertiary,no,7743,no,no,21992
48,management,single,secondary,no,-18,yes,no,21993
30,technician,divorced,secondary,no,2403,no,no,21994
49,management,married,tertiary,no,1912,yes,no,21995
39,technician,married,secondary,no,0,no,no,21996
33,technician,single,secondary,no,163,yes,no,21997
47,services,married,secondary,no,665,yes,no,21998
44,management,married,tertiary,no,5004,no,no,21999
56,management,married,tertiary,no,779,yes,no,22
39,management,married,tertiary,no,378,yes,yes,220
23,admin.,single,secondary,no,290,yes,no,2200
46,blue-collar,married,secondary,no,3547,no,no,22000
36,technician,married,secondary,no,196,yes,no,22001
43,technician,married,secondary,no,481,no,no,22002
30,technician,single,secondary,no,790,no,no,22003
37,management,single,tertiary,no,198,no,no,22004
33,management,divorced,secondary,no,106,no,no,22005
31,technician,single,secondary,no,159,no,no,22006
41,housemaid,married,secondary,no,304,no,no,22007
33,management,single,tertiary,no,0,no,no,22008
47,services,married,secondary,no,1717,no,no,22009
47,technician,married,secondary,no,52,no,no,22010
32,technician,single,secondary,no,0,no,no,22012
48,blue-collar,married,secondary,no,1143,yes,no,22015
54,unknown,married,unknown,no,390,no,no,22016
44,housemaid,married,primary,no,0,no,no,22017
44,management,married,tertiary,no,70,no,no,22019
24,blue-collar,single,secondary,no,117,yes,yes,2202
44,management,married,tertiary,no,0,yes,no,22020
51,management,married,tertiary,no,7631,no,no,22022
37,technician,married,tertiary,no,247,no,no,22023
31,management,single,tertiary,no,2085,yes,no,22024
59,retired,married,primary,no,2568,no,no,22025
52,blue-collar,married,primary,no,584,yes,no,22026
38,technician,single,tertiary,no,221,no,no,22027
40,management,married,tertiary,no,526,yes,no,22028
42,housemaid,married,primary,no,2328,no,no,22029
25,technician,single,secondary,no,276,yes,no,2203
32,technician,single,secondary,no,432,no,no,22030
54,self-employed,married,tertiary,no,0,yes,no,22031
33,management,single,tertiary,no,12,no,no,22033
41,technician,married,secondary,no,0,no,no,22034
40,management,married,tertiary,no,2014,no,no,22036
36,technician,single,secondary,no,-475,yes,no,2204
43,technician,divorced,tertiary,no,1088,no,no,22040
56,blue-collar,married,secondary,no,385,no,no,22042
33,management,single,tertiary,no,215,no,no,22043
40,technician,single,secondary,no,34,no,no,22046
53,management,divorced,tertiary,no,913,no,no,22047
34,management,married,tertiary,no,651,no,no,22048
31,student,single,tertiary,no,744,no,no,22049
40,management,single,unknown,no,838,yes,no,2205
31,technician,single,secondary,no,36,no,no,22050
46,blue-collar,married,secondary,no,123,no,no,22051
31,technician,married,secondary,no,-305,no,yes,22052
50,blue-collar,married,primary,no,8000,yes,no,22053
33,management,single,tertiary,no,20794,no,no,22055
35,management,married,tertiary,no,47,no,yes,22056
34,technician,single,secondary,no,10890,no,no,22057
49,management,married,secondary,no,601,no,no,22058
29,admin.,single,secondary,no,382,yes,no,2206
57,management,married,tertiary,no,3250,no,no,22060
37,management,single,tertiary,no,0,no,no,22061
33,management,married,tertiary,no,0,no,no,22063
48,management,married,tertiary,no,1567,yes,no,22064
46,management,married,tertiary,no,0,no,no,22065
32,technician,single,tertiary,no,35,no,no,22067
40,technician,married,secondary,yes,-432,yes,yes,22068
54,housemaid,married,unknown,no,909,no,no,22069
29,admin.,married,primary,no,624,yes,no,2207
38,technician,married,secondary,no,63,no,no,22070
30,management,single,tertiary,no,30,no,no,22071
43,technician,married,secondary,no,253,no,no,22072
42,management,married,tertiary,no,99,no,no,22073
59,retired,married,primary,no,56,no,no,22074
41,management,married,tertiary,no,185,no,no,22075
47,technician,married,secondary,no,644,no,no,22076
54,management,divorced,tertiary,no,205,no,no,22077
48,blue-collar,single,primary,no,396,yes,no,2208
34,technician,single,secondary,no,0,no,no,22080
47,management,married,tertiary,no,1224,no,no,22082
38,technician,single,secondary,no,0,no,no,22083
36,technician,single,secondary,no,310,no,no,22084
35,management,married,tertiary,no,109,no,yes,22085
36,management,married,tertiary,no,35,no,no,22086
36,management,single,tertiary,no,1246,no,no,22087
40,technician,single,secondary,no,572,no,no,22088
30,technician,single,tertiary,no,196,no,no,22089
23,admin.,single,secondary,no,5,no,no,2209
38,technician,married,secondary,no,13,no,no,22091
40,management,married,tertiary,no,52527,no,no,22092
42,technician,married,secondary,no,5,no,no,22093
31,management,single,tertiary,no,0,no,no,22094
33,technician,single,tertiary,no,213,no,no,22095
33,management,married,tertiary,no,0,no,no,22096
32,self-employed,married,secondary,yes,9,no,no,22098
36,unknown,married,primary,no,0,no,no,22099
40,unemployed,married,secondary,no,219,yes,no,221
37,admin.,single,secondary,no,18,no,no,2210
53,blue-collar,married,unknown,no,0,no,no,22100
53,blue-collar,married,secondary,no,-31,no,no,22101
58,retired,married,primary,no,358,no,no,22102
33,management,married,tertiary,no,51,yes,no,22104
31,technician,single,tertiary,yes,24,no,no,22105
45,technician,married,tertiary,no,0,no,no,22106
39,technician,single,tertiary,no,0,no,no,22107
41,technician,divorced,secondary,no,988,no,no,22108
44,management,married,secondary,no,0,no,no,22109
31,blue-collar,married,primary,no,-464,yes,yes,2211
48,blue-collar,married,primary,no,492,no,yes,22110
46,management,married,tertiary,yes,-337,no,yes,22111
44,management,divorced,tertiary,no,243,no,no,22112
37,management,single,tertiary,no,102,yes,no,22113
43,technician,married,tertiary,no,1485,no,no,22114
58,management,married,tertiary,no,287,yes,no,22115
34,technician,single,secondary,no,666,no,no,22117
42,management,single,tertiary,yes,0,no,yes,22118
33,technician,single,secondary,no,422,no,no,22119
29,services,divorced,secondary,no,330,yes,no,2212
30,technician,single,secondary,no,-123,no,yes,22121
31,technician,single,secondary,no,388,no,no,22122
51,blue-collar,married,primary,no,0,no,no,22123
37,technician,married,secondary,no,28,no,no,22125
32,technician,single,secondary,no,0,no,no,22126
56,technician,married,tertiary,no,73,no,no,22128
56,admin.,married,secondary,no,2087,yes,no,2213
32,housemaid,single,tertiary,no,4,yes,no,22131
36,management,married,tertiary,no,0,no,no,22132
53,blue-collar,married,primary,no,2295,no,no,22133
50,services,divorced,secondary,yes,-210,no,yes,22135
36,technician,married,secondary,no,1130,no,no,22136
45,blue-collar,married,secondary,no,13156,no,no,22137
33,housemaid,married,primary,no,167,no,no,22138
34,management,married,tertiary,no,468,no,no,22139
28,services,single,secondary,no,-260,yes,no,2214
47,management,single,tertiary,no,0,no,no,22140
30,management,married,tertiary,no,4948,no,no,22141
45,blue-collar,married,secondary,no,430,no,yes,22142
32,technician,single,tertiary,no,0,no,no,22143
45,blue-collar,married,primary,no,1251,no,yes,22145
44,technician,divorced,secondary,no,65,no,no,22146
39,technician,married,secondary,no,22,no,no,22147
55,technician,married,tertiary,no,11,no,no,22148
34,technician,single,tertiary,no,0,no,no,22149
44,blue-collar,married,secondary,no,236,yes,no,2215
33,management,married,tertiary,no,150,no,no,22150
