age,job,marital,education,default,balance,housing,loan,uid1
47,technician,married,secondary,no,19,yes,no,578
32,services,married,secondary,no,386,no,no,33956
51,technician,married,unknown,no,573,yes,yes,2783
48,blue-collar,married,primary,no,5154,yes,no,2774
32,self-employed,single,secondary,no,-616,yes,no,36297
30,entrepreneur,married,tertiary,no,3037,yes,no,38369
44,self-employed,divorced,secondary,no,522,yes,no,31786
35,technician,divorced,secondary,no,0,yes,no,27203
37,management,single,unknown,no,715,yes,no,4514
60,housemaid,married,primary,no,921,no,no,18174
36,management,married,tertiary,no,0,yes,no,27977
42,admin.,divorced,secondary,no,2129,no,no,44553
30,technician,single,secondary,no,115,no,no,37035
39,technician,divorced,secondary,no,511,no,yes,16322
30,management,married,tertiary,no,1119,no,no,19316
28,management,single,tertiary,no,6321,yes,no,8260
48,housemaid,married,secondary,no,3570,no,no,40175
35,blue-collar,married,primary,no,361,yes,no,7756
30,management,single,tertiary,no,7845,yes,no,8576
39,technician,single,tertiary,no,47,yes,no,162
59,retired,married,primary,no,-266,yes,yes,18548
35,admin.,single,tertiary,no,364,no,yes,43602
62,management,married,tertiary,no,0,no,no,41419
32,student,single,unknown,no,4110,no,no,30791
44,technician,married,secondary,no,1127,yes,no,21652
55,blue-collar,married,primary,no,81,yes,no,6961
35,services,married,secondary,no,377,no,yes,18758
38,technician,married,secondary,no,0,yes,no,11720
38,self-employed,married,unknown,no,10855,no,no,9163
51,housemaid,married,unknown,no,2337,yes,no,39677
38,admin.,married,secondary,no,689,yes,no,17071
45,technician,married,secondary,no,0,yes,yes,29401
30,management,single,tertiary,no,2344,yes,no,45066
54,admin.,married,unknown,no,217,no,no,24653
55,blue-collar,married,secondary,no,1011,yes,no,20601
42,management,divorced,tertiary,no,266,no,yes,27742
79,retired,married,secondary,no,723,no,no,41507
38,management,single,tertiary,no,2117,no,no,20952
66,retired,married,secondary,no,995,no,no,31189
30,blue-collar,single,primary,no,0,no,no,14683
57,blue-collar,married,primary,yes,195,no,yes,18020
33,admin.,married,secondary,no,0,yes,no,24284
28,management,single,tertiary,no,145,yes,no,33213
37,blue-collar,single,primary,no,554,yes,no,18036
30,management,married,tertiary,no,151,no,no,22247
33,blue-collar,married,primary,no,359,yes,yes,25516
39,blue-collar,married,primary,no,1,yes,no,44053
40,housemaid,married,primary,no,118,yes,no,30231
25,management,single,tertiary,no,490,no,no,41468
51,blue-collar,divorced,primary,no,325,yes,no,730
39,admin.,divorced,secondary,no,32,no,yes,12142
33,blue-collar,single,tertiary,no,457,yes,no,16525
48,management,divorced,secondary,no,635,no,no,9817
34,technician,single,secondary,no,302,yes,no,2787
45,self-employed,married,secondary,no,845,no,no,12116
42,management,single,tertiary,no,227,no,no,21870
52,management,married,secondary,no,4096,yes,no,8905
30,entrepreneur,married,tertiary,no,93,yes,no,30661
40,management,married,secondary,no,408,yes,no,35744
32,blue-collar,married,primary,no,634,no,no,28285
44,management,divorced,tertiary,no,2058,no,yes,27237
48,services,divorced,secondary,no,457,yes,no,36179
57,technician,married,secondary,no,1741,no,no,16233
57,entrepreneur,married,secondary,no,1037,yes,yes,3305
29,technician,single,tertiary,no,542,yes,no,1889
54,unemployed,married,primary,no,6427,yes,no,25616
29,unemployed,divorced,tertiary,no,1718,yes,no,15473
37,blue-collar,married,primary,no,643,yes,yes,29399
45,blue-collar,single,primary,no,999,no,no,28588
34,management,married,tertiary,no,520,yes,no,20632
39,blue-collar,married,primary,no,1005,no,no,9634
36,services,single,secondary,no,174,yes,no,1060
55,housemaid,married,primary,no,1000,yes,no,3700
33,technician,married,secondary,no,362,no,yes,23100
53,technician,married,secondary,no,529,yes,no,27855
29,student,married,tertiary,no,149,yes,no,5708
48,management,married,tertiary,no,-1080,yes,yes,25141
33,technician,married,secondary,no,711,no,no,42416
54,blue-collar,married,primary,no,1691,yes,no,2876
41,management,married,tertiary,no,8553,yes,no,20621
27,services,married,secondary,no,271,yes,no,7875
33,admin.,divorced,secondary,no,961,no,no,28858
51,blue-collar,divorced,unknown,no,0,no,yes,12586
33,blue-collar,married,secondary,no,1834,yes,no,12874
54,self-employed,married,tertiary,no,990,no,no,39959
48,technician,married,secondary,no,71,no,no,11943
46,services,married,secondary,no,0,yes,no,43960
26,services,married,secondary,no,199,no,no,16811
41,blue-collar,married,secondary,no,2717,yes,yes,16769
49,technician,married,secondary,no,597,yes,yes,19519
29,management,single,tertiary,no,941,yes,no,6373
30,management,single,tertiary,no,222,no,yes,29972
32,blue-collar,single,secondary,no,1143,yes,yes,13794
39,management,single,tertiary,no,2357,yes,no,33503
64,retired,married,secondary,no,466,yes,no,45043
58,blue-collar,divorced,primary,no,2246,yes,no,37816
54,technician,divorced,secondary,no,51,yes,no,2573
27,services,married,secondary,no,2526,yes,no,16240
54,technician,married,secondary,no,230,no,yes,27150
29,services,single,secondary,no,536,yes,no,28911
43,blue-collar,married,primary,no,-872,yes,yes,8369
49,management,married,tertiary,no,0,no,no,24041
31,technician,divorced,secondary,no,646,yes,no,7794
31,management,single,tertiary,no,1411,yes,no,6221
44,technician,divorced,unknown,no,1823,no,no,12140
36,blue-collar,married,primary,no,1861,yes,no,8062
40,services,single,secondary,no,888,yes,no,2164
45,blue-collar,married,primary,no,-175,yes,yes,6596
64,retired,married,unknown,no,34,no,no,41294
59,retired,divorced,primary,no,606,no,no,44990
48,blue-collar,married,secondary,no,709,yes,no,36989
45,entrepreneur,married,tertiary,no,219,yes,yes,17352
36,technician,single,secondary,no,480,yes,no,27941
35,blue-collar,married,secondary,no,407,yes,no,33669
33,technician,single,tertiary,no,27,no,no,21571
30,technician,single,tertiary,no,3086,yes,no,35557
29,technician,single,secondary,no,142,yes,yes,11975
47,technician,married,secondary,no,1233,yes,no,41553
40,technician,married,tertiary,no,4396,no,no,11291
55,housemaid,married,primary,no,1563,yes,no,24548
38,technician,single,secondary,no,4723,yes,no,20717
52,admin.,married,secondary,no,4493,no,no,27536
29,blue-collar,married,secondary,no,162,yes,no,14603
45,self-employed,married,tertiary,no,0,yes,no,24522
32,management,single,tertiary,no,1962,no,no,42639
71,retired,married,primary,no,4657,no,no,31078
44,services,married,tertiary,no,510,yes,no,349
28,services,single,secondary,no,281,yes,no,6784
44,self-employed,single,tertiary,no,149,yes,no,4348
44,blue-collar,married,secondary,no,797,yes,no,32932
36,management,single,tertiary,no,688,no,no,39854
32,management,single,tertiary,no,522,no,no,22352
54,entrepreneur,married,tertiary,no,1544,no,yes,16791
45,management,married,tertiary,no,-192,yes,no,34948
24,student,married,unknown,no,146,no,no,39593
74,retired,divorced,primary,no,29080,no,no,44051
30,services,single,secondary,no,179,yes,no,7098
43,management,married,tertiary,no,430,no,no,24686
29,self-employed,single,tertiary,no,805,no,no,43111
42,management,married,tertiary,no,479,yes,no,6873
25,blue-collar,single,secondary,no,330,yes,no,8787
48,blue-collar,married,secondary,no,1913,yes,no,3243
45,management,married,secondary,no,2873,yes,no,23483
42,unemployed,married,secondary,no,583,yes,no,10434
36,technician,married,secondary,no,1109,yes,no,5402
53,technician,married,secondary,no,6,yes,no,13
51,blue-collar,married,tertiary,no,7816,yes,no,2056
34,management,single,tertiary,no,13,yes,no,6234
37,self-employed,married,secondary,no,2260,yes,no,7906
31,admin.,single,secondary,no,1,no,no,13511
45,technician,married,tertiary,no,12766,no,no,22565
45,blue-collar,married,primary,no,0,no,no,23124
44,technician,single,secondary,no,-34,no,yes,23299
55,technician,married,secondary,no,891,no,no,11398
45,management,married,tertiary,no,2363,no,no,28762
76,retired,divorced,primary,no,2693,no,no,43526
41,admin.,married,secondary,no,5110,yes,no,31990
45,technician,married,tertiary,no,115,no,no,42501
43,housemaid,single,primary,no,1354,no,no,11001
35,management,single,tertiary,no,1531,yes,no,25696
34,admin.,married,secondary,no,155,no,no,30354
29,management,married,secondary,no,5284,yes,no,5900
50,unemployed,married,primary,no,705,no,no,8977
56,retired,married,primary,no,9367,no,no,42284
29,technician,married,secondary,no,1697,yes,no,36570
32,management,married,tertiary,no,820,yes,no,15197
58,retired,married,primary,no,565,no,no,40514
44,admin.,divorced,secondary,no,777,yes,no,39132
54,self-employed,divorced,primary,no,4382,yes,no,38784
33,technician,married,secondary,no,272,yes,no,15501
32,technician,single,tertiary,no,2204,yes,no,27261
44,entrepreneur,single,tertiary,no,1136,yes,yes,31590
31,admin.,single,secondary,no,144,yes,no,12596
41,management,married,tertiary,no,24,no,no,23235
62,retired,divorced,tertiary,no,0,no,no,42286
47,blue-collar,married,secondary,no,-656,yes,no,3800
45,technician,married,secondary,no,115,yes,no,34936
31,management,single,secondary,no,2317,no,no,32194
40,blue-collar,married,secondary,no,0,yes,yes,26033
40,management,single,tertiary,no,1247,yes,no,13444
77,retired,married,secondary,no,610,no,no,40979
52,unemployed,married,secondary,no,0,no,no,10516
55,retired,divorced,tertiary,no,1218,no,yes,9060
27,technician,single,secondary,no,911,no,no,29979
51,services,divorced,secondary,no,234,no,no,13669
56,management,married,primary,no,1172,no,no,9925
41,admin.,married,secondary,no,176,no,no,9752
54,housemaid,single,unknown,no,6020,no,no,9566
52,admin.,married,secondary,no,2323,yes,no,38744
25,student,married,tertiary,no,4923,yes,yes,34377
59,retired,divorced,tertiary,no,4,yes,no,8020
33,entrepreneur,married,secondary,no,1847,yes,no,5587
45,blue-collar,married,unknown,no,2056,no,yes,10101
27,admin.,married,secondary,no,-48,yes,no,11814
59,services,single,secondary,no,0,no,no,39403
34,technician,single,secondary,no,1076,no,no,19893
37,management,single,tertiary,no,24,no,no,14557
44,blue-collar,single,secondary,no,641,no,no,3317
34,services,single,secondary,no,0,yes,no,35084
37,services,single,secondary,no,50,no,no,25557
37,blue-collar,married,unknown,no,83,yes,no,36339
36,admin.,married,secondary,no,0,yes,yes,36045
34,unemployed,married,tertiary,no,181,yes,no,28933
45,blue-collar,married,primary,no,101,yes,no,2054
49,blue-collar,married,primary,no,383,yes,yes,5675
23,technician,single,secondary,no,4545,no,no,39972
39,blue-collar,single,primary,no,581,yes,no,31200
32,entrepreneur,single,tertiary,no,890,yes,yes,23602
54,blue-collar,married,primary,no,1059,no,no,23927
38,admin.,single,secondary,no,-213,yes,yes,29938
48,management,married,tertiary,no,1600,no,no,25155
41,blue-collar,married,secondary,no,475,yes,no,32745
51,management,married,tertiary,no,0,no,no,6246
44,blue-collar,married,secondary,no,0,no,no,11084
53,blue-collar,divorced,unknown,no,-473,yes,no,6590
29,admin.,single,secondary,no,-498,yes,no,29301
34,technician,married,secondary,no,0,yes,no,44391
45,blue-collar,married,secondary,no,4111,yes,no,4334
26,blue-collar,single,secondary,no,49,no,no,15565
40,services,single,secondary,no,-61,yes,yes,3928
59,management,married,tertiary,no,261,yes,yes,27360
56,unemployed,married,secondary,no,733,yes,no,12161
47,blue-collar,married,primary,no,521,yes,no,2511
46,services,married,primary,no,830,yes,yes,14190
30,blue-collar,single,primary,no,71,yes,no,4095
48,blue-collar,married,secondary,no,3776,no,no,34355
55,management,single,secondary,no,1507,yes,no,18057
37,blue-collar,married,secondary,no,0,yes,no,14523
37,management,married,tertiary,no,727,no,no,22195
29,technician,single,secondary,no,0,yes,yes,37330
52,blue-collar,married,primary,no,2091,no,no,19437
26,self-employed,single,tertiary,no,50,no,no,18234
50,technician,divorced,tertiary,no,-1455,yes,yes,30674
53,blue-collar,married,secondary,no,-108,yes,no,36601
42,admin.,married,secondary,yes,-1300,no,no,2933
31,management,single,tertiary,no,635,yes,no,3627
59,management,married,tertiary,no,5865,yes,no,15771
35,management,married,tertiary,no,231,yes,no,6
30,blue-collar,single,secondary,no,315,no,no,43968
37,management,married,tertiary,no,1094,yes,no,14572
44,technician,single,secondary,no,-27,yes,yes,2948
34,technician,single,tertiary,no,632,no,no,22581
50,unknown,married,unknown,no,200,no,no,11259
34,entrepreneur,single,tertiary,no,2856,yes,no,27511
38,unemployed,married,primary,no,447,yes,no,1156
32,technician,married,tertiary,no,1868,no,no,23349
49,services,married,secondary,no,153,no,no,19319
37,blue-collar,married,unknown,no,603,yes,no,5461
51,admin.,single,secondary,no,2685,no,no,12097
38,entrepreneur,divorced,secondary,no,36,no,no,24824
35,management,married,tertiary,no,810,no,no,10232
47,admin.,married,secondary,no,79,no,yes,25428
31,management,single,tertiary,no,2137,no,no,30671
60,blue-collar,married,unknown,no,104,yes,no,43
55,technician,married,tertiary,no,639,yes,no,37514
32,management,married,tertiary,no,1337,no,no,20779
57,retired,married,secondary,no,466,no,no,19005
38,entrepreneur,married,secondary,no,8,no,no,10445
27,student,single,tertiary,no,-148,yes,no,41547
30,self-employed,married,tertiary,no,5,yes,yes,13415
31,technician,single,tertiary,no,-241,yes,no,39217
35,blue-collar,single,secondary,no,11671,no,no,9577
41,management,single,secondary,no,1138,no,no,18276
41,management,married,tertiary,no,615,yes,no,7099
27,housemaid,single,tertiary,no,979,yes,no,35565
32,admin.,single,tertiary,no,4041,no,no,40710
33,technician,married,secondary,no,390,yes,no,19885
66,management,married,unknown,no,2149,yes,no,43798
68,retired,married,secondary,no,445,no,no,31120
41,blue-collar,married,primary,no,1135,yes,no,2548
54,retired,married,secondary,no,1826,yes,no,24713
39,blue-collar,married,secondary,no,1508,no,no,16282
36,management,married,tertiary,no,1790,yes,no,44008
53,technician,married,unknown,no,2242,no,no,14008
55,retired,married,secondary,no,159,no,no,23747
38,management,divorced,tertiary,no,219,yes,no,13850
31,management,married,tertiary,no,59,yes,no,1400
50,housemaid,married,primary,no,0,no,no,11641
35,unemployed,single,primary,no,483,no,no,29487
27,blue-collar,single,secondary,no,535,no,no,42297
37,blue-collar,married,primary,no,-196,yes,no,5989
36,entrepreneur,married,tertiary,no,1722,yes,no,1021
29,blue-collar,married,secondary,no,47,yes,yes,38409
30,self-employed,married,tertiary,no,1596,yes,no,21594
33,admin.,single,secondary,no,1277,yes,no,38870
34,management,married,tertiary,no,498,yes,no,28223
38,blue-collar,single,secondary,no,68,no,no,9244
35,blue-collar,divorced,primary,no,1077,yes,no,36496
39,management,married,tertiary,no,15,yes,yes,27529
31,admin.,single,secondary,no,-422,yes,no,39295
40,admin.,single,secondary,no,50,no,no,38469
27,blue-collar,married,secondary,no,0,yes,no,15247
41,housemaid,married,primary,no,39,no,no,22162
43,management,married,secondary,no,481,yes,no,25438
59,housemaid,married,primary,no,235,no,no,20730
27,management,single,tertiary,no,1,yes,no,18172
36,technician,married,secondary,no,23,yes,no,35965
59,management,married,tertiary,no,5397,no,no,43971
69,retired,married,secondary,no,745,no,no,41521
54,self-employed,married,secondary,no,77,no,no,22191
52,technician,married,secondary,no,137,no,no,40479
47,unemployed,married,primary,no,798,no,no,21815
50,retired,married,secondary,no,0,yes,yes,10784
57,blue-collar,married,secondary,no,2887,no,no,22172
55,unemployed,single,tertiary,no,1513,yes,no,1303
51,technician,married,secondary,no,428,no,yes,15302
57,unemployed,married,secondary,no,890,no,no,30303
58,blue-collar,married,secondary,no,1894,no,no,20079
46,management,divorced,tertiary,no,4629,no,no,33715
26,admin.,single,secondary,no,1200,no,no,28645
50,blue-collar,divorced,primary,no,149,yes,no,1118
45,management,married,tertiary,no,10,no,no,23153
38,management,married,secondary,no,3840,yes,yes,24488
33,blue-collar,married,secondary,no,2502,yes,no,33177
29,blue-collar,married,secondary,no,185,yes,yes,9148
30,technician,single,secondary,no,3313,yes,no,33562
47,unemployed,single,primary,no,289,no,no,30311
46,technician,divorced,tertiary,no,147,yes,no,36678
34,management,single,tertiary,no,4687,no,no,23096
29,unemployed,married,primary,no,639,no,yes,29958
32,blue-collar,married,secondary,no,157,yes,no,4767
47,admin.,divorced,tertiary,no,846,yes,no,37393
24,services,single,secondary,no,414,yes,no,38935
51,management,married,unknown,no,914,yes,no,34670
22,management,single,tertiary,no,374,yes,no,37399
55,technician,married,unknown,no,0,no,no,10633
38,technician,married,tertiary,no,1997,yes,no,31628
33,services,married,secondary,no,312,yes,yes,29416
37,technician,single,tertiary,no,0,no,no,12492
38,self-employed,single,tertiary,no,982,no,no,20306
39,entrepreneur,divorced,tertiary,yes,-251,no,no,11848
42,blue-collar,married,secondary,no,333,yes,no,2030
51,blue-collar,married,unknown,no,-19,yes,no,151
26,admin.,single,secondary,no,827,yes,no,31111
39,blue-collar,married,primary,no,499,yes,no,37304
37,blue-collar,married,primary,no,2120,yes,no,27443
37,management,married,tertiary,no,784,yes,no,30949
33,technician,married,secondary,no,81,no,no,21525
58,management,married,tertiary,no,714,yes,no,3590
28,student,single,tertiary,no,221,yes,no,38250
43,blue-collar,single,primary,no,2,yes,no,18205
43,technician,single,tertiary,no,275,yes,no,37786
34,blue-collar,single,tertiary,no,-303,yes,no,38748
32,management,single,tertiary,no,1047,yes,no,20826
30,blue-collar,single,secondary,no,18,no,no,1867
35,unknown,married,primary,no,365,no,no,23831
41,admin.,single,secondary,no,219,yes,no,28010
60,admin.,married,secondary,no,1880,yes,no,3596
33,blue-collar,married,secondary,no,524,yes,no,5352
34,blue-collar,married,primary,no,1090,yes,no,8302
36,management,single,tertiary,no,1869,yes,no,4971
34,admin.,married,secondary,no,353,no,yes,25304
34,admin.,single,tertiary,no,-199,no,yes,13121
40,blue-collar,married,secondary,no,679,yes,no,32920
53,entrepreneur,married,primary,no,27,yes,no,41537
64,retired,married,secondary,no,1220,no,no,42430
26,technician,single,tertiary,no,11862,no,no,31061
39,management,divorced,tertiary,no,5009,yes,no,14685
47,blue-collar,married,secondary,no,1484,no,no,15841
28,services,single,secondary,no,3575,yes,no,8557
26,admin.,single,secondary,no,787,yes,no,38095
37,blue-collar,married,secondary,no,77,yes,no,3585
46,entrepreneur,married,primary,no,1757,yes,no,7528
57,management,married,primary,no,-226,yes,no,8843
37,management,single,tertiary,no,2173,no,no,27652
34,technician,married,secondary,no,47,no,no,22675
32,management,married,tertiary,no,210,no,no,14321
37,unemployed,married,primary,no,941,no,no,28955
43,services,married,secondary,no,-1,no,no,17952
43,management,married,secondary,no,1424,yes,no,17017
29,blue-collar,single,secondary,no,735,yes,no,8930
56,blue-collar,married,secondary,no,659,yes,no,17648
30,management,single,tertiary,no,620,yes,no,34125
55,technician,married,tertiary,no,199,no,no,40792
27,blue-collar,single,secondary,no,535,yes,no,7984
28,student,single,tertiary,no,80,yes,no,4134
57,housemaid,married,primary,no,50,no,no,21281
51,management,divorced,tertiary,no,3415,yes,no,11415
27,management,married,tertiary,no,342,yes,no,15068
27,management,single,tertiary,no,20585,no,no,40279
57,retired,divorced,primary,no,606,no,no,34271
24,blue-collar,married,primary,no,933,yes,no,6694
33,management,married,tertiary,no,89,yes,no,18235
39,housemaid,single,secondary,no,2022,no,no,9511
51,unemployed,married,secondary,no,107,no,no,21878
30,management,single,tertiary,no,1673,no,no,18890
28,management,single,tertiary,no,492,no,no,40430
35,blue-collar,married,secondary,no,0,yes,no,35205
53,blue-collar,divorced,primary,no,559,no,no,30848
56,management,divorced,tertiary,no,310,no,no,11755
38,blue-collar,married,primary,no,6091,no,no,10849
40,technician,married,tertiary,no,397,no,no,11171
45,management,divorced,tertiary,no,854,no,yes,13178
26,technician,single,secondary,no,4859,no,no,45052
28,self-employed,married,tertiary,no,232,yes,yes,33254
27,blue-collar,single,secondary,yes,-233,yes,no,34944
28,blue-collar,single,primary,no,722,yes,no,5041
58,retired,married,secondary,no,2714,no,no,39578
24,blue-collar,married,secondary,no,951,yes,no,2168
28,technician,married,secondary,no,1180,yes,no,7370
33,management,single,secondary,no,8004,no,no,25804
32,unemployed,single,secondary,no,1026,yes,no,43694
40,admin.,married,secondary,no,1412,no,no,18647
41,management,married,secondary,no,280,yes,no,31191
45,unemployed,married,secondary,no,7203,no,no,43601
51,admin.,single,secondary,no,726,yes,no,36135
35,admin.,married,tertiary,no,690,no,no,41860
34,admin.,married,tertiary,no,10,no,no,39397
52,technician,divorced,secondary,no,388,yes,yes,6256
42,self-employed,married,secondary,no,240,yes,no,29767
34,blue-collar,married,primary,no,1255,yes,yes,6049
49,retired,married,primary,no,192,no,no,13944
49,technician,single,secondary,no,9131,yes,no,41150
39,housemaid,married,secondary,no,-146,yes,yes,21956
44,unemployed,married,primary,no,1,no,no,28445
33,self-employed,single,secondary,no,238,yes,yes,30361
52,blue-collar,married,unknown,no,2171,yes,no,24635
31,housemaid,married,primary,no,-184,yes,no,16625
35,management,married,tertiary,no,194,no,no,29379
42,management,married,tertiary,no,251,no,no,21929
66,housemaid,married,primary,no,40,no,no,41810
31,technician,single,secondary,no,1510,yes,no,23457
34,blue-collar,single,secondary,no,1759,no,yes,16902
36,blue-collar,single,primary,no,2176,yes,no,6970
45,blue-collar,single,primary,no,92,no,yes,17104
41,technician,married,secondary,no,6171,no,no,23701
54,blue-collar,divorced,primary,no,2062,yes,no,2745
36,management,single,secondary,no,360,yes,no,4612
31,unemployed,married,secondary,no,24,yes,no,25683
53,admin.,single,secondary,no,393,no,no,28437
45,admin.,married,primary,no,-407,yes,yes,28590
31,blue-collar,married,secondary,no,822,yes,no,2660
31,blue-collar,single,primary,no,-502,yes,no,7504
51,self-employed,married,secondary,yes,-206,no,yes,17222
30,management,married,tertiary,no,1814,yes,no,39227
48,management,married,tertiary,no,263,yes,no,361
54,retired,married,primary,no,11,yes,yes,21269
39,technician,divorced,secondary,no,1972,yes,no,30869
59,retired,married,secondary,no,1875,yes,no,2451
30,management,single,tertiary,no,443,yes,yes,20495
36,admin.,married,secondary,no,854,yes,no,29022
43,services,married,secondary,no,6346,yes,no,36060
50,management,married,tertiary,no,3463,no,yes,42021
46,blue-collar,married,primary,no,881,yes,no,1941
32,management,married,tertiary,no,2102,yes,no,13039
34,admin.,married,secondary,no,61,no,yes,108
42,management,married,tertiary,no,-323,yes,no,19464
52,technician,married,tertiary,no,104,no,no,21161
58,housemaid,married,secondary,no,4840,no,no,10150
52,blue-collar,married,primary,no,1401,no,no,22930
39,blue-collar,married,secondary,no,43,no,no,38124
36,admin.,married,secondary,no,953,yes,no,41120
31,services,single,secondary,no,187,yes,no,34535
35,technician,married,secondary,no,149,yes,no,28180
30,technician,single,secondary,no,62,yes,no,29696
53,retired,divorced,tertiary,no,599,yes,no,2686
26,student,single,primary,no,177,yes,no,38699
33,blue-collar,married,primary,no,3512,yes,no,25934
58,technician,married,secondary,no,5618,yes,no,26813
39,technician,single,secondary,no,1963,yes,no,9671
37,blue-collar,single,secondary,no,2032,yes,no,4937
46,technician,married,tertiary,no,-369,yes,yes,30717
30,technician,married,secondary,no,1011,yes,no,3903
46,unemployed,married,secondary,no,926,no,no,12765
32,management,married,tertiary,no,62,yes,no,37605
54,self-employed,married,primary,no,277,yes,no,26061
40,unemployed,married,secondary,no,277,yes,no,5815
50,management,married,tertiary,no,0,no,no,28746
30,management,single,tertiary,no,1077,no,no,21305
31,blue-collar,married,primary,no,0,yes,yes,2073
35,blue-collar,married,primary,no,1749,yes,no,38895
72,retired,married,tertiary,no,3561,no,no,44801
41,blue-collar,married,secondary,no,140,yes,no,666
34,management,married,tertiary,no,250,no,no,42452
41,technician,married,secondary,no,359,yes,no,32545
30,technician,married,secondary,no,3875,yes,no,35202
45,technician,married,secondary,no,0,no,no,13441
52,technician,married,secondary,yes,0,no,no,13262
52,blue-collar,divorced,primary,yes,-183,yes,no,637
34,entrepreneur,married,primary,no,7279,yes,no,36537
30,admin.,single,unknown,yes,1,no,no,1666
55,admin.,married,secondary,no,1102,yes,no,3567
50,blue-collar,divorced,secondary,no,881,yes,yes,33328
45,technician,married,secondary,no,0,yes,yes,13627
42,admin.,single,secondary,no,1453,yes,no,36313
33,admin.,married,secondary,no,7,yes,no,32551
31,technician,single,secondary,no,1222,yes,no,33131
36,services,married,secondary,no,380,yes,no,4450
52,blue-collar,married,primary,no,1524,no,no,40452
41,admin.,single,secondary,no,0,yes,yes,12890
36,technician,married,secondary,no,3763,yes,no,4523
34,blue-collar,married,secondary,no,1979,yes,no,26587
31,blue-collar,married,secondary,no,255,yes,yes,38936
50,management,married,tertiary,no,106,yes,no,3499
32,housemaid,married,secondary,no,30,yes,no,32995
41,management,married,tertiary,no,0,no,no,44827
40,admin.,married,secondary,no,1380,yes,no,4094
32,blue-collar,married,secondary,no,10287,yes,no,39687
32,self-employed,single,tertiary,no,444,no,no,25862
47,technician,married,secondary,no,-938,yes,no,7002
33,technician,single,secondary,no,287,yes,no,37803
32,blue-collar,single,secondary,no,2696,yes,no,26760
27,services,single,secondary,no,139,no,no,16990
42,management,married,primary,no,5310,yes,no,41209
60,blue-collar,divorced,primary,no,7601,yes,no,1471
33,blue-collar,divorced,secondary,no,1,no,no,10465
46,retired,married,secondary,no,2396,no,no,35721
32,blue-collar,married,secondary,no,783,yes,no,5175
71,technician,married,tertiary,no,383,no,no,33816
35,unemployed,single,secondary,no,3854,yes,no,24895
35,entrepreneur,single,tertiary,no,16,no,no,24578
33,services,married,secondary,no,0,yes,no,14396
41,blue-collar,married,secondary,no,0,yes,no,31666
56,blue-collar,married,primary,no,115,no,no,29773
49,technician,married,secondary,no,997,no,no,11181
47,housemaid,single,primary,no,46,no,no,42877
34,technician,married,secondary,no,966,yes,no,39164
30,blue-collar,married,primary,no,597,yes,no,5288
38,technician,married,secondary,no,318,no,no,44438
35,management,divorced,tertiary,no,2885,no,no,44562
36,management,single,secondary,no,0,no,no,25787
38,admin.,divorced,secondary,no,198,yes,no,5933
30,unemployed,married,secondary,no,1210,no,no,13569
46,services,married,secondary,no,2703,no,no,20278
25,services,single,secondary,no,5533,yes,no,17264
39,technician,single,secondary,no,122,yes,no,8193
57,housemaid,married,tertiary,no,3,no,no,18880
32,blue-collar,married,primary,no,3136,yes,no,25563
46,blue-collar,married,primary,no,494,yes,no,38692
41,services,married,secondary,no,1545,yes,no,7208
34,technician,single,secondary,no,258,no,no,28928
28,self-employed,single,tertiary,no,25,no,no,13399
37,housemaid,married,secondary,yes,-205,no,yes,15418
44,entrepreneur,married,tertiary,no,1808,yes,no,13516
25,student,single,secondary,no,203,no,no,34366
48,management,married,tertiary,yes,-4,no,no,19117
34,technician,single,secondary,no,827,yes,no,34929
28,technician,single,tertiary,no,75,yes,yes,34704
35,management,married,tertiary,no,93,no,no,34304
53,retired,married,secondary,no,357,no,no,11304
42,self-employed,married,secondary,no,105,no,no,23321
32,technician,married,secondary,no,255,no,yes,22882
30,admin.,single,secondary,no,285,yes,no,18183
33,technician,married,secondary,no,183,no,no,44220
34,management,single,tertiary,no,11350,yes,no,26666
42,blue-collar,married,primary,no,201,yes,no,40794
25,services,single,unknown,no,2022,no,no,44338
42,management,married,primary,no,-679,yes,yes,34904
53,housemaid,married,secondary,no,2406,yes,no,10580
40,blue-collar,married,secondary,no,668,yes,no,32812
39,technician,single,secondary,no,4646,yes,no,24887
44,blue-collar,married,secondary,no,87,yes,no,4210
59,management,divorced,tertiary,no,3368,no,no,41055
33,management,single,tertiary,no,34,yes,no,228
31,admin.,married,secondary,no,8295,yes,no,25958
36,management,divorced,tertiary,no,-252,yes,no,35546
64,housemaid,married,unknown,no,2645,no,no,42844
48,management,married,secondary,no,3260,no,no,11810
51,blue-collar,divorced,tertiary,no,257,yes,no,2605
42,blue-collar,married,secondary,no,-336,yes,no,14292
33,services,single,secondary,no,148,yes,no,32486
53,self-employed,single,secondary,no,186,no,no,27483
32,technician,single,secondary,no,14,yes,yes,32443
53,entrepreneur,divorced,tertiary,no,321,yes,no,34451
47,housemaid,single,secondary,no,17023,no,no,39649
35,blue-collar,married,secondary,no,306,no,no,12229
31,management,single,tertiary,no,10215,no,no,22397
54,management,married,tertiary,no,1258,no,no,23643
29,admin.,married,secondary,no,-193,no,no,15504
35,blue-collar,single,secondary,no,448,no,yes,26341
38,management,divorced,tertiary,no,349,yes,no,14213
37,blue-collar,married,unknown,no,-118,yes,no,39350
38,services,married,secondary,no,4392,no,no,18475
42,management,married,tertiary,no,27696,no,no,43673
